Areaal,source,target,mapping
GRVERH,Opdelend/ad.ondersteunendWegdeel_v,/*-**-VH-VERHARDING_HALFVERHARDING-GV,fysiekvoorkomen = Half verhard
GRVERH,Opdelend/ad.ondersteunendWegdeel_v,/*-**-VH-VERHARDING_GRASBETONSTEEN-GV,fysiekvoorkomen = Half verhard: grasklinkers
GRVERH,Opdelend/ad.ondersteunendWegdeel_v,/*-**-VH-VERHARDING_PUIN-GV,fysiekvoorkomen = Half verhard: puin
GRVERH,Opdelend/ad.ondersteunendWegdeel_v,/*-**-GW-GROND_GRIND-GV,fysiekvoorkomen = Half verhard: grind
GRVERH,Opdelend/ad.ondersteunendWegdeel_v,/*-**-VH-VERHARDING_HOUTSNIPPERS-GV,fysiekvoorkomen = Onverhard: boomschors
GRVERH,Opdelend/ad.ondersteunendWegdeelKruin_l,/nlcs.x,
GRVERH,Opdelend/ad.ondersteunendWegdeelPlantvak_v,/*-**-GR-BEPLANTING_CULTUUR_BOSPLANTSOEN-GV,fysiekvoorkomen = Groenvoorziening:Bosplantsoen
GRVERH,Opdelend/ad.ondersteunendWegdeelPlantvak_v,/*-**-GR-BEPLANTING_CULTUUR_VASTE PLANTENVAK-GV,fysiekvoorkomen = Groenvoorziening:planten
GRVERH,Opdelend/ad.ondersteunendWegdeelPlantvak_v,/*-**-GR-BOS_LOOF-GV,fysiekvoorkomen = Loofbos
GRVERH,Functioneel/ad.recreatieplek_v,/nlcs.x,
GRVERH,Inrichtend/ad.vegetatieObject_l,/*-**-GR-HAAG-G,typespec = Haag
GRVERH,Inrichtend/ad.vegetatieObject_p,/*-**-GR-BOOM-S,typespec = Boom
GRVERH,Inrichtend/ad.vegetatieObject_v,/*-**-GR-HAAG-GV,typespec = Haag
GRVERH,buitenFds/ad.vtaInspectie_tbl,/nlcs.x,
GRVERH,Inrichtend/ad.waterloop_l,/nlcs.x,
GRVERH,Functioneel/ad.weg_l,/nlcs.x,
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_ASFALT-GV,fysiekvoorkomen = Gesloten verharding: asfalt
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_BETON-GV,fysiekvoorkomen = Gesloten verharding: cementbeton
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_BETONSTRAATSTEEN-GV,fysiekvoorkomen = Open verharding: betonstraat-stenen
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_STRAATBAKSTEEN-GV,fysiekvoorkomen = Open verharding: gebakken klinkers
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_TEGEL-GV,fysiekvoorkomen = Open verharding: tegels
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_SIERBESTRATING-GV,fysiekvoorkomen = Open verharding: sierbestrating
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_HALFVERHARDING-GV,fysiekvoorkomen = Half verhard
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_GRASBETONSTEEN-GV,fysiekvoorkomen = Half verhard: grasklinkers
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_PUIN-GV,fysiekvoorkomen = Half verhard: puin
GRVERH,Opdelend/ad.wegdeel_v,/*-**-GW-GROND_GRIND-GV,fysiekvoorkomen = Half verhard: grind
GRVERH,Opdelend/ad.wegdeel_v,/*-**-VH-VERHARDING_HOUTSNIPPERS-GV,fysiekvoorkomen = Onverhard: boomschors
GRVERH,Opdelend/ad.wegdeelKruin_l,/nlcs.x,
GRVERH,Opdelend/ad.wegdeelPerron_v,/*-**-VH-VERHARDING_*,nb. Daar waar het een perron betreft
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-RI-HWA_GOOT_LIJNGOOT-G,typespec = Lijnafwatering
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-VW-MARKERING-G,typespec = Wegmarkering
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-FV-GELEIDING_WILDROOSTER-G,typespec = Wildrooster
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-VH-VERHARDING_ROOSTER-G,typespec = Rooster
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-BV-GELEIDECONSTRUCTIE-G,typespec = Geleideconstructie
GRVERH,Inrichtend/ad.weginrichtingselement_l,/*-**-BV-LEUNING-G,typespec = Balustrade
GRVERH,Inrichtend/ad.weginrichtingselement_p,/*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR-S,typespec = Meerpaal
GRVERH,Inrichtend/ad.weginrichtingselement_p,/*-**-VW-MARKERING_SYMBOOL-S,typespec = Wegmarkering
GRVERH,Inrichtend/ad.weginrichtingselement_p,/*-**-VH-VERHARDING_ROOSTER-S,typespec = rooster
GRVERH,Inrichtend/ad.weginrichtingselement_v,/*-**-VH-VERHARDING_ROOSTER-GV,typespec = rooster
GRVERH,Inrichtend/ad.weginrichtingselement_v,/*-**-IE-MEUBILAIR_WEGMEUBILAIR_BOOMKRANS-GV,typespec = Boomspiegel
GRVERH,Inrichtend/ad.weginrichtingselement_v,/*-**-VW-MARKERING-GV,typespec = Wegmarkering
GRVERH,Inrichtend/ad.weginrichtingselement_v,/*-**-FV-GELEIDING_WILDROOSTER-GV,typespec = Wildrooster
GRVERH,Inrichtend/ad.weginrichtingselement_v,/*-**-BV-GELEIDECONSTRUCTIE-GV,typespec = Geleideconstructie
GRVERH,Functioneel/ad.wegvak_v,/nlcs.x,
GRVERH,/bgt.begroeidTerreindeel_v,Opdelend/ad.begroeidterreindeel_v,
GRVERH,/bgt.begroeidTerreindeel_v,Opdelend/ad.begroeidTerreindeelBerm_v,fysiekvoorkomen = groenvoorziening:gras- en kruidachtigen
GRVERH,/bgt.begroeidTerreindeel_v,Opdelend/ad.begroeidTerreindeelPlantvak_v,fysiekvoorkomen = loofbos | groenvoorziening:struikrozen | planten | heesters | bosplantsoen | bodembedekkers
GRVERH,/bgt.begroeidTerreindeelKruin_l,Opdelend/ad.begroeidTerreindeelKruin_l,
GRVERH,/bgt.begroeidTerreindeelKruin_l,Opdelend/ad.begroeidTerreindeelBermKruin_l,
GRVERH,/bgt.begroeidTerreindeelKruin_l,Opdelend/ad.begroeidTerreindeelPvKr_l,
GRVERH,/bgt.onbegroeidTerreindeel_v,Opdelend/ad.onbegroeidTerreindeel_v,
GRVERH,/bgt.onbegroeidTerreindeelKruin_l,Opdelend/ad.onbegroeidTerreindeelKruin_l,
GRVERH,/bgt.ondersteunendWaterdeel_v,Opdelend/ad.ondersteunendWaterdeel_v,
GRVERH,/bgt.ondersteunendWegdeel_v,Opdelend/ad.ondersteunendWegdeel_v,
GRVERH,/bgt.ondersteunendWegdeel_v,Opdelend/ad.ondersteunendWegdeelPlantvak_v,fysiekvoorkomen = groenvoorziening
GRVERH,/bgt.ondersteunendWegdeelKruin_l,Opdelend/ad.ondersteunendWegdeelKruin_l,
GRVERH,/bgt.vegetatieObject_l,Inrichtend/ad.vegetatieObject_l,
GRVERH,/bgt.vegetatieObject_p,Inrichtend/ad.vegetatieObject_p,
GRVERH,/bgt.vegetatieObject_v,Inrichtend/ad.vegetatieObject_v,
GRVERH,/bgt.wegdeel_v,Opdelend/ad.wegdeelPerron_v,functie = voetpad  (geen goed onderscheid in BGT)
GRVERH,/bgt.wegdeel_v,Opdelend/ad.wegdeel_v,
GRVERH,/bgt.wegdeelKruin_l,Opdelend/ad.wegdeelKruin_l,
GRVERH,/bgt.weginrichtingselement_l,Inrichtend/ad.weginrichtingselement_l,
GRVERH,/bgt.weginrichtingselement_p,Inrichtend/ad.weginrichtingselement_p,
GRVERH,/bgt.weginrichtingselement_v,Inrichtend/ad.weginrichtingselement_v,
GRVERH,/bgt.x,Functioneel/ad.faunavoorziening_v,
GRVERH,/bgt.x,Functioneel/ad.kruispunt_p,
GRVERH,/bgt.x,Functioneel/ad.recreatieplek_v,
GRVERH,/bgt.x,Functioneel/ad.wegvak_v,
GRVERH,/bgt.x,Functioneel/ad.weg_l,
GRVERH,/bgt.x,Inrichtend/ad.waterloop_l,
GRVERH,/bgt.x,buitenFds/ad.beschoeiingInspectie_tbl,
GRVERH,/bgt.x,Functioneel/ad.ecoHoofdstructuur_v,
GRVERH,/bgt.x,Functioneel/ad.ecoVerbZone_v,
GRVERH,/bgt.x,buitenFds/ad.vtaInspectie_tbl,
GRVERH,/bgt.x,buitenFds/ad.beschoeiingInspectie_tbl,
GRVERH,/bgt.x,buitenFds/ad.crowInspectie_tbl,
GRVERH,/bgt.x,buitenFds/ad.crowInspectieresultaat_tbl,
GRVERH,/bgt.x,buitenFds/ad.crowMeting_tbl,
GRVERH,/bgt.x,/ad.x,
GRVERH,/ad.x,/nlcs.x,

